id,user_id,name,slug,tagline,description,logo_url,banner_url,map_marker_image_url,license_number,verified,license_status,is_live,is_directory_listing,subscription_tier,stripe_subscription_id,address,city,state,zip,phone,website,offers_delivery,offers_storefront,smokers_club_eligible,online_menu_enabled,map_visible_override,smokers_club_tab_background_url,created_at
a27e5451-821b-4771-b1fc-17f516940806,,Ceremony Dispensary #01,ca-uls-c10-0001304-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Ceremony Dispensary #01. Premise: 19707 Nordhoff St, Northridge, CA 91324.",,,,C10-0001304-LIC,true,approved,true,true,basic,,19707 Nordhoff St,Northridge,CA,91324,(424) 394-7776,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
f737a15d-00fc-4018-b35c-f057268f7261,,TBD,ca-uls-c10-0001305-lic,"Licensed storefront · Fresno County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Authentic Fresno Willow LLC. Premise: 6929 Willow Ave N, Suite 103, Fresno, CA 93710.",,,,C10-0001305-LIC,true,approved,true,true,basic,,"6929 Willow Ave N, Suite 103",Fresno,CA,93710,(213) 567-4201,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
b146b71d-7f4f-4950-903c-e235b092f6bb,,DopeMates LA,ca-uls-c10-0001307-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Dopemates La [Equity Retailer]. Premise: 11040 Santa Monica Blvd, Suite 100, Los Angeles, CA 90025.",,,,C10-0001307-LIC,true,approved,true,true,basic,,"11040 Santa Monica Blvd, Suite 100",Los Angeles,CA,90025,(615) 525-5586,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
e95ce06e-8ba9-4c46-857d-916e652e2022,,STREET KINGS,ca-uls-c10-0001308-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: La Flora Organica [Equity Retailer]. Premise: 515 Vernon Ave E, Los Angeles, CA 90011.",,,,C10-0001308-LIC,true,approved,true,true,basic,,515 Vernon Ave E,Los Angeles,CA,90011,(909) 727-6876,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
42e854a6-d0da-4778-971d-7b483d3cd094,,Eastern Sereno Group Inc.,ca-uls-c10-0001309-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Eastern Sereno Group Inc. [Equity Retailer]. Premise: 1201 Mission Rd N, Los Angeles, CA 90033.",,,,C10-0001309-LIC,true,approved,true,true,basic,,1201 Mission Rd N,Los Angeles,CA,90033,(818) 281-2674,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
1044045d-a55b-4851-98dd-7ac07b904ecf,,Mecca Hospitality Group LLC,ca-uls-c10-0001310-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Mecca Hospitality Group LLC [Equity Retailer]. Premise: 6609 Santa Monica Blvd, Suite A, Los Angeles, CA 90038.",,,,C10-0001310-LIC,true,approved,true,true,basic,,"6609 Santa Monica Blvd, Suite A",Los Angeles,CA,90038,(323) 496-9041,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
b951e384-9092-4e65-82f4-2826c39f9ad1,,Hollywood Walk of Weed,ca-uls-c10-0001311-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: La Greenplanet, LLC [Equity Retailer]. Premise: 1502 Manchester Ave W, Los Angeles, CA 90047.",,,,C10-0001311-LIC,true,approved,true,true,basic,,1502 Manchester Ave W,Los Angeles,CA,90047,(323) 384-2435,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
f308f55f-5375-4989-86b9-14f0c53cd08b,,Trees Hollywood,ca-uls-c10-0001313-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Hwood California LLC [Equity Retailer]. Premise: 1503 Mariposa Ave N, Los Angeles, CA 90027.",,,,C10-0001313-LIC,true,approved,true,true,basic,,1503 Mariposa Ave N,Los Angeles,CA,90027,(310) 951-0009,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
eb1ed76b-10de-48d1-a332-3b853e72053a,,Off the Charts,ca-uls-c10-0001314-lic,"Licensed storefront · Riverside County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Corona Wellness LLC. Premise: 130 Industrial Way, Corona, CA 92882.",,,,C10-0001314-LIC,true,approved,true,true,basic,,130 Industrial Way,Corona,CA,92882,(619) 955-9433,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
d2fdc6e2-c83c-4afb-894a-7406f1e208d7,,MUHA MEDS,ca-uls-c10-0001316-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use. Synced from CA DCC ULS. Legal entity: Colorado Blvd Partners  LLC [Equity Retailer]. Premise: 1731 Colorado Blvd, Los Angeles, CA 90041.",,,,C10-0001316-LIC,true,approved,true,true,basic,,1731 Colorado Blvd,Los Angeles,CA,90041,(323) 474-6665,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
e297ed7b-c99c-4134-9304-2a9e8ad2d4ac,,HPC,ca-uls-c10-0001317-lic,"Licensed storefront · Ventura County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Hpc Of Oxnard LLC. Premise: 360 Esplanade Dr W, Oxnard, CA 93036.",,,,C10-0001317-LIC,true,approved,true,true,basic,,360 Esplanade Dr W,Oxnard,CA,93036,(805) 874-3151,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
f92ec9e3-6237-4586-ba3a-5477216d6c4e,,Elevate Granada Hills,ca-uls-c10-0001318-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Kja Granada Hills LLC [Equity Retailer]. Premise: 10721 Lindley Ave, Granada Hills, CA 91344.",,,,C10-0001318-LIC,true,approved,true,true,basic,,10721 Lindley Ave,Granada Hills,CA,91344,(818) 404-3915,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
62d79da8-6690-4789-809f-c1d5b40f8f41,,Secret Garden,ca-uls-c10-0001319-lic,"Licensed storefront · Orange County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Cm Coastal LLC. Premise: 2664 Newport Blvd, Costa Mesa, CA 92627.",,,,C10-0001319-LIC,true,approved,true,true,basic,,2664 Newport Blvd,Costa Mesa,CA,92627,(949) 322-1423,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
1d21013f-1fe0-4435-b3e3-22e333e7da07,,"Zzz Enterprises, Inc.",ca-uls-c10-0001320-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Zzz Enterprises, Inc. [Equity Retailer]. Premise: 4010 Eagle Rock Blvd N, Los Angeles, CA 90065.",,,,C10-0001320-LIC,true,approved,true,true,basic,,4010 Eagle Rock Blvd N,Los Angeles,CA,90065,(818) 826-3535,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
9580b200-13ea-48cf-b0b0-925b1f1ceabb,,Traditional,ca-uls-c10-0001321-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Se Retail 1 LLC [Equity Retailer]. Premise: 6200 Manchester Ave W, Westchester, CA 90045.",,,,C10-0001321-LIC,true,approved,true,true,basic,,6200 Manchester Ave W,Westchester,CA,90045,(562) 459-5166,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
2e76141e-d45c-4a81-8d90-e87ae6570575,,The Cake House,ca-uls-c10-0001322-lic,"Licensed storefront · Sonoma County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Stony Point Wellness LLC. Premise: 411 Stony Point Rd, Santa Rosa, CA 95401.",,,,C10-0001322-LIC,true,approved,true,true,basic,,411 Stony Point Rd,Santa Rosa,CA,95401,(707) 343-8559,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
1c28db8e-786d-40d3-a9ba-ddbe6bf98fa3,,E7 OAKLAND LLC,ca-uls-c10-0001323-lic,"Licensed storefront · Alameda County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: E7 Oakland LLC. Premise: 2054 Mountain Blvd, Oakland, CA 94611.",,,,C10-0001323-LIC,true,approved,true,true,basic,,2054 Mountain Blvd,Oakland,CA,94611,(510) 922-8303,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
e6d6c1b7-f090-4693-9df1-72f22c3e4ef9,,"Platinum Alliance, LLC",ca-uls-c10-0001324-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Platinum Alliance, LLC. Premise: 3707 S Main St, Los Angeles, CA 90007.",,,,C10-0001324-LIC,true,approved,true,true,basic,,3707 S Main St,Los Angeles,CA,90007,(310) 560-9428,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
401a0c8b-861f-420b-89e5-3307bac24ad6,,Flor,ca-uls-c10-0001325-lic,"Licensed storefront · San Mateo County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Flor Peninsula LLC. Premise: 620 El Camino Real, Redwood City, CA 94063.",,,,C10-0001325-LIC,true,approved,true,true,basic,,620 El Camino Real,Redwood City,CA,94063,(831) 753-9999,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
68caf8b4-dcde-41a9-bcc2-86a265984948,,NUG,ca-uls-c10-0001326-lic,"Licensed storefront · Inyo County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Nug Holdings One LLC. Premise: 175 Main St S, Bishop, CA 93514.",,,,C10-0001326-LIC,true,approved,true,true,basic,,175 Main St S,Bishop,CA,93514,(707) 298-8105,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
f6e11a17-f179-4a28-aa89-59a1b0df655c,,Humboldt's Premium,ca-uls-c10-0001327-lic,"Licensed storefront · Humboldt County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Humboldt Af Cannabis. Premise: 460 I St, Arcata, CA 95521.",,,,C10-0001327-LIC,true,approved,true,true,basic,,460 I St,Arcata,CA,95521,(707) 601-1443,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
6669c5e6-7907-432d-895a-38584016ae7a,,MMD San Francisco,ca-uls-c10-0001328-lic,"Licensed storefront · San Francisco County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Mission Advisory Co.. Premise: 4835 Mission St, San Francisco, CA 94112.",,,,C10-0001328-LIC,true,approved,true,true,basic,,4835 Mission St,San Francisco,CA,94112,(213) 422-7439,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
0e5e246e-a88c-4a98-b0bc-41b633cff7cf,,Stanley Alley Holdings LLC,ca-uls-c10-0001330-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Stanley Alley Holdings LLC [Equity Retailer]. Premise: 6218 - 6228 Lankershim Blvd, N Hollywood, CA 91606.",,,,C10-0001330-LIC,true,approved,true,true,basic,,6218 - 6228 Lankershim Blvd,N Hollywood,CA,91606,(213) 567-4201,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
e6dcc6d2-ae4b-4717-ae6c-5fea6c29168d,,HYRBA,ca-uls-c10-0001331-lic,"Licensed storefront · San Francisco County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Lotto Judah LLC [Equity Retailer]. Premise: 4033 Judah St, Unit A, San Francisco, CA 94122.",,,,C10-0001331-LIC,true,approved,true,true,basic,,"4033 Judah St, Unit A",San Francisco,CA,94122,(415) 729-2106,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
19e6bdf3-2c9e-459d-9af7-ae32b0fdc9ce,,S.E. #43 LLC,ca-uls-c10-0001332-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: S.E. #43 LLC [Equity Retailer]. Premise: 1385 29th St W, Los Angeles, CA 90007.",,,,C10-0001332-LIC,true,approved,true,true,basic,,1385 29th St W,Los Angeles,CA,90007,(213) 887-8587,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
21afebf6-9fcb-4319-9de8-03050ea83ecb,,"THREE DONKEYS, INC.",ca-uls-c10-0001333-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Three Donkeys Inc. [Equity Retailer]. Premise: 3324 Eastern Ave N, Los Angeles, CA 90032.",,,,C10-0001333-LIC,true,approved,true,true,basic,,3324 Eastern Ave N,Los Angeles,CA,90032,(323) 349-0949,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
2549010c-a5a9-42bd-99f3-0f9269654c3f,,HOOVER HOUSE,ca-uls-c10-0001334-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Peter Alfaro Holding Company LLC [Equity Retailer]. Premise: 604 Hoover St N, Los Angeles, CA 90004.",,,,C10-0001334-LIC,true,approved,true,true,basic,,604 Hoover St N,Los Angeles,CA,90004,(818) 269-3989,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
716dc750-7ec1-4a50-81d7-ca4069cc6d09,,STIIIZY INGLEWOOD,ca-uls-c10-0001335-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: High Haven LLC [Equity Retailer]. Premise: 9154 Western Ave S, Los Angeles, CA 90047.",,,,C10-0001335-LIC,true,approved,true,true,basic,,9154 Western Ave S,Los Angeles,CA,90047,(213) 567-4201,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
9cde8819-bc90-48a8-9a56-4839b41d4486,,"Atwater Retail Partners, LLC",ca-uls-c10-0001336-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Atwater Retail Partners, LLC. Premise: 3172 Glendale Blvd, Los Angeles, CA 90039.",,,,C10-0001336-LIC,true,approved,true,true,basic,,3172 Glendale Blvd,Los Angeles,CA,90039,(818) 635-8795,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
f62317b5-d63a-4192-be31-4a3b001bba89,,Haze,ca-uls-c10-0001339-lic,"Licensed storefront · Santa Clara County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Jn Development, Inc.. Premise: 1154 Saratoga Ave, San Jose, CA 95129.",,,,C10-0001339-LIC,true,approved,true,true,basic,,1154 Saratoga Ave,San Jose,CA,95129,(408) 266-4293,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
84ab760b-6ddc-4e70-92ae-ae09dd00bd80,,Catalyst - Bellflower LLC,ca-uls-c10-0001340-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Catalyst - Bellflower LLC. Premise: 9032 Artesia Blvd, Bldg B, Bellflower, CA 90706.",,,,C10-0001340-LIC,true,approved,true,true,basic,,"9032 Artesia Blvd, Bldg B",Bellflower,CA,90706,(562) 370-3780,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
3422d0b0-c52c-403c-8139-b179f78a7a14,,TBD,ca-uls-c10-0001341-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Kings Krop LLC [Equity Retailer]. Premise: 4785 Valley Blvd, Los Angeles, CA 90032.",,,,C10-0001341-LIC,true,approved,true,true,basic,,4785 Valley Blvd,Los Angeles,CA,90032,(213) 567-4201,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
e96591be-cc4c-4578-9204-7aac0a3917f1,,CLOVEST RETAIL,ca-uls-c10-0001342-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Clovest Retail 1682, LLC [Equity Retailer]. Premise: 1682 41st St E, Los Angeles, CA 90011.",,,,C10-0001342-LIC,true,approved,true,true,basic,,1682 41st St E,Los Angeles,CA,90011,(323) 608-4850,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
f7caeada-14ab-47a5-87fb-f1243a6dcf87,,iLyfted Sylmar,ca-uls-c10-0001344-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: San Fernando Retailer LLC [Equity Retailer]. Premise: 12204 San Fernando Rd, Sylmar, CA 91342.",,,,C10-0001344-LIC,true,approved,true,true,basic,,12204 San Fernando Rd,Sylmar,CA,91342,(818) 636-4465,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
b7224acf-cb70-42fd-95c9-060b972b79b2,,Rebud Highland Park,ca-uls-c10-0001345-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: York Retailer LLC [Equity Retailer]. Premise: 4671 York Blvd, Los Angeles, CA 90041.",,,,C10-0001345-LIC,true,approved,true,true,basic,,4671 York Blvd,Los Angeles,CA,90041,(805) 404-4141,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
5888f863-491e-42de-adf4-8f1245bb66d0,,STIIIZY LA CIENEGA,ca-uls-c10-0001351-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Sweet Releaf LLC. Premise: 5681 Jefferson Blvd W, Los Angeles, CA 90016.",,,,C10-0001351-LIC,true,approved,true,true,basic,,5681 Jefferson Blvd W,Los Angeles,CA,90016,(213) 567-4201,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
42bd4928-2004-4b6c-9e20-a35fa40a9567,,"PAC WELLNESS, LLC",ca-uls-c10-0001353-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Pac Wellness, LLC [Equity Retailer]. Premise: 15445 Ventura Blvd, Sherman Oaks, CA 91403.",,,,C10-0001353-LIC,true,approved,true,true,basic,,15445 Ventura Blvd,Sherman Oaks,CA,91403,(805) 404-4141,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
64020774-c816-4bd5-93aa-5f578d3fd8a6,,Balboa Bud,ca-uls-c10-0001354-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Baltoro Investment Group, LLC. Premise: 10670 Balboa Blvd, Unit B, Granada Hills, CA 91344.",,,,C10-0001354-LIC,true,approved,true,true,basic,,"10670 Balboa Blvd, Unit B",Granada Hills,CA,91344,(818) 261-7151,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
3134232c-bf5d-4f3e-a3c3-7cf0e02e82bc,,Ether,ca-uls-c10-0001355-lic,"Licensed storefront · Riverside County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Creative Chaos Holdings LLC. Premise: 211 Granite St, Suite A, Corona, CA 92879.",,,,C10-0001355-LIC,true,approved,true,true,basic,,"211 Granite St, Suite A",Corona,CA,92879,(951) 258-8132,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
1d0b3a97-211b-40b8-9698-d724cd19c22e,,FAT BUNNY,ca-uls-c10-0001357-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Sunset Retailer LLC [Equity Retailer]. Premise: 8025 Sunset Blvd W, Los Angeles, CA 90046.",,,,C10-0001357-LIC,true,approved,true,true,basic,,8025 Sunset Blvd W,Los Angeles,CA,90046,(310) 498-8769,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
558aa228-b82c-4680-ba1d-12d567a38dfa,,GOLDSTAR INDUSTRIES LLC,ca-uls-c10-0001358-lic,"Licensed storefront · Los Angeles County, CA","California licensed retail storefront (Commercial Retailer). Designation: Adult-Use and Medicinal. Synced from CA DCC ULS. Legal entity: Goldstar Industries LLC. Premise: 8912 Reseda N, Northridge, CA 91324.",,,,C10-0001358-LIC,true,approved,true,true,basic,,8912 Reseda N,Northridge,CA,91324,(661) 313-8684,,false,true,false,false,false,,2026-03-22T23:31:23.267821+00:00
