listing_market_slug,county_or_region_label,rank_in_region,name,slug,tagline,description,logo_url,banner_url,website,phone,address,city,state,zip,license_number,license_status,is_live,smokers_club_eligible,verified,offers_delivery,offers_storefront,is_directory_listing,subscription_tier,research_notes
orange-county,Orange County,7,Seaweed Santa Ana,oc-seaweed-07,Santa Ana retail,OC storefront operator.,,,https://seaweedsantana.com,714-783-2739,3411 Warner Ave,Santa Ana,CA,92707,,approved,true,true,false,true,true,true,basic,Verify domain and hours; replace logo manually.
orange-county,Orange County,8,Tustin Collective,oc-tustin-collective-08,North OC retail,Representative north OC storefront.,,,https://tustincollective.com,714-486-0040,2937 El Camino Real,Tustin,CA,92782,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
orange-county,Orange County,9,OC3 Dispensary,oc-oc3-09,Santa Ana area,OC retail — verify license listing.,,,https://oc3dispensary.com,714-783-3343,2915 Bristol St,Costa Mesa,CA,92626,,approved,true,true,false,true,true,true,basic,Spot-check address vs current DCC.
orange-county,Orange County,10,SafePort (Mission Viejo area),oc-safeport-10,South OC,South county retail — confirm premise.,,,https://safeportoc.com,949-446-3644,26072 Merit Cir,Laguna Hills,CA,92653,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
san-diego-county,San Diego County,1,March and Ash (Mission Valley),sd-march-and-ash-mission-valley-01,San Diego flagship retailer,Regional chain with delivery + storefront.,https://logo.clearbit.com/marchandash.com,,https://marchandash.com,619-314-7330,2835 Camino del Rio S,San Diego,CA,92108,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
san-diego-county,San Diego County,2,Urbn Leaf (Bay Park),sd-urbn-leaf-02,San Diego multi-store,San Diego County chain.,https://logo.clearbit.com/urbnleaf.com,,https://urbnleaf.com,619-275-0135,1028 Buenos Ave,San Diego,CA,92110,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
san-diego-county,San Diego County,3,Harbor Collective,sd-harbor-collective-03,Point Loma area,Long-running San Diego retailer.,,,https://harborcollectivemmcc.com,619-841-2045,2405 Harbor Dr,San Diego,CA,92113,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
san-diego-county,San Diego County,4,Goldn Bloom,sd-goldn-bloom-04,San Diego retail,San Diego storefront operator.,,,https://goldnbloom.com,619-955-5540,3385 Sunrise St,San Diego,CA,92102,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
san-diego-county,San Diego County,5,THCSD (The Healing Center),sd-thcsd-05,San Diego delivery + pickup,Delivery-forward San Diego operator.,https://logo.clearbit.com/thcsd.com,,https://thcsd.com,619-841-2001,3702 Voltaire St,San Diego,CA,92107,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
san-diego-county,San Diego County,6,Pacific Beach Pipeline,sd-pb-pipeline-06,Coastal SD,Beach-area retail — verify DCC.,,,https://pbpipeline.com,858-272-1684,4151 Mission Blvd,San Diego,CA,92109,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
san-diego-county,San Diego County,7,Klover (Chula Vista),sd-klover-07,South Bay SD,South county storefront.,,,https://kloversd.com,619-946-5667,644 E St,Chula Vista,CA,91910,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
san-diego-county,San Diego County,8,March and Ash (Vista),sd-march-vista-08,North County,Second M&A node for SD county coverage.,https://logo.clearbit.com/marchandash.com,,https://marchandash.com,760-941-2000,170 S Citrus Ave,Vista,CA,92084,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
san-diego-county,San Diego County,9,Apothekare San Diego,sd-apothekare-09,Mission Valley corridor,Retail operator — verify license.,,,https://apothekare.com,619-701-1645,3452 Hancock St,San Diego,CA,92110,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
san-diego-county,San Diego County,10,Urbn Leaf (La Mesa),sd-urbn-la-mesa-10,East County,Eastern SD county storefront.,https://logo.clearbit.com/urbnleaf.com,,https://urbnleaf.com,619-857-4295,8170 Allison Ave,La Mesa,CA,91942,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
inland-empire,Riverside County (Inland Empire anchor),1,March and Ash (Palm Desert),ie-march-palm-desert-01,Coachella Valley,Desert / IE crossover footprint.,https://logo.clearbit.com/marchandash.com,,https://marchandash.com,760-898-0500,36973 Cook St,Palm Desert,CA,92211,,approved,true,true,false,true,true,true,basic,Also maps to desert-imperial for some ZIPs — pick one market per import.
inland-empire,Riverside County (Inland Empire anchor),2,From The Earth (Moreno Valley),ie-from-the-earth-mv-02,Riverside County,IE storefront.,https://logo.clearbit.com/fromtheearth.com,,https://fromtheearth.com,951-242-4200,23941 Alessandro Blvd,Moreno Valley,CA,92553,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
inland-empire,Riverside County (Inland Empire anchor),3,Shango (Winchester),ie-shango-03,Temecula Valley area,IE / Temecula corridor retail.,https://logo.clearbit.com/shango.com,,https://shango.com,951-926-0420,26010 Jefferson Ave,Murrieta,CA,92562,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
inland-empire,Riverside County (Inland Empire anchor),4,Lighthouse (Coachella),ie-lighthouse-coachella-04,Eastern Riverside,Desert-adjacent IE retail.,,,https://lighthousecannabis.com,760-347-1020,49849 Harrison St,Coachella,CA,92236,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
inland-empire,Riverside County (Inland Empire anchor),5,Western Caregivers (Riverside),ie-western-caregivers-05,Riverside city,Riverside storefront.,,,https://westerncaregivers.com,951-710-7777,1180 W La Cadena Dr,Riverside,CA,92501,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
inland-empire,Riverside County (Inland Empire anchor),6,Captain Jack’s (San Bernardino),ie-captain-jacks-06,San Bernardino County,SB county anchor (verify license).,,,https://captainjackssb.com,909-884-4017,100 W Hospitality Ln,San Bernardino,CA,92408,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
inland-empire,Riverside County (Inland Empire anchor),7,Dragonfly (San Bernardino),ie-dragonfly-07,SB county,Inland storefront.,,,https://dragonflyhealingcenter.com,909-381-0420,2555 E Washington St,Colton,CA,92324,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
inland-empire,Riverside County (Inland Empire anchor),8,The Spot (Rancho Cucamonga),ie-the-spot-08,Western IE,Fontana / Rancho corridor.,,,https://thespot420.com,909-941-0420,10575 Foothill Blvd,Rancho Cucamonga,CA,91730,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
inland-empire,Riverside County (Inland Empire anchor),9,Desert’s Finest (Palm Springs),ie-deserts-finest-09,Palm Springs,Tourism-heavy desert retail.,,,https://desertsfinest.com,760-778-0400,1785 E Tahquitz Canyon Way,Palm Springs,CA,92262,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
inland-empire,Riverside County (Inland Empire anchor),10,Off The Charts (Palm Springs),ie-off-the-charts-10,Desert retail,Coachella Valley chain.,https://logo.clearbit.com/offthecharts.shop,,https://offthecharts.shop,760-322-0420,68100 Ramon Rd,Cathedral City,CA,92234,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
bay-area,San Francisco / Alameda / multi (Bay Area),1,Harborside (Oakland),bay-harborside-oakland-01,Legacy California retailer,Historic Oakland harbor-front cannabis retail (verify current entity).,https://logo.clearbit.com/harborsidehealth.com,,https://harborsidehealth.com,510-420-4200,1840 Embarcadero,Oakland,CA,94606,,approved,true,true,false,true,true,true,basic,Corporate restructuring — always match DBA to license.
bay-area,San Francisco / Alameda / multi (Bay Area),2,Barbary Coast (San Francisco),bay-barbary-coast-sf-02,SF lounge-adjacent retail,Well-known SF dispensary.,https://logo.clearbit.com/barbarycoastsf.com,,https://barbarycoastsf.com,415-243-4400,952 Mission St,San Francisco,CA,94103,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
bay-area,San Francisco / Alameda / multi (Bay Area),3,SPARC (SOMA),bay-sparc-sf-03,San Francisco nonprofit heritage format,Long-running SF retailer.,https://logo.clearbit.com/sparc.co,,https://sparc.co,415-863-1856,1256 Mission St,San Francisco,CA,94103,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
bay-area,San Francisco / Alameda / multi (Bay Area),4,Magnolia Wellness (Oakland),bay-magnolia-oakland-04,Oakland equity-legacy retail,Oakland storefront with long community presence.,,,https://magnoliawellness.org,510-891-8081,161 Adeline St,Oakland,CA,94607,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
bay-area,San Francisco / Alameda / multi (Bay Area),5,BASA Collective (San Francisco),bay-basa-sf-05,SF microbusiness-friendly retail,San Francisco operator.,,,https://basacollective.com,415-655-4444,1326 Grove St,San Francisco,CA,94117,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
bay-area,San Francisco / Alameda / multi (Bay Area),6,Berkeley Patients Group,bay-bpg-berkeley-06,Berkeley flagship,One of California’s oldest dispensary brands.,https://logo.clearbit.com/berkeleypatientscare.com,,https://berkeleypatientscare.com,510-540-7878,2366 San Pablo Ave,Berkeley,CA,94702,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
bay-area,San Francisco / Alameda / multi (Bay Area),7,Urbn Leaf (Berkeley),bay-urbn-berkeley-07,East Bay chain node,Bay Area Urbn Leaf node.,https://logo.clearbit.com/urbnleaf.com,,https://urbnleaf.com,510-984-8410,3033 Telegraph Ave,Berkeley,CA,94705,,approved,true,true,false,true,true,true,basic,Confirm open location vs DCC.
bay-area,San Francisco / Alameda / multi (Bay Area),8,Apothecarium (Castro),bay-apothecarium-castro-08,SF Castro retail,TerrAscend-linked California retail format.,https://logo.clearbit.com/apothecarium.com,,https://apothecarium.com,415-500-2620,2029 Market St,San Francisco,CA,94114,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
bay-area,San Francisco / Alameda / multi (Bay Area),9,Garden of Eden (Hayward),bay-garden-eden-hayward-09,East Bay,Hayward storefront.,,,https://gardenofeden420.com,510-471-9977,21221 Foothill Blvd,Hayward,CA,94541,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
bay-area,San Francisco / Alameda / multi (Bay Area),10,Caliva (San Jose delivery node — Bay planning),bay-caliva-sj-bridge-10,Bay-linked delivery / hub,Brand with South Bay roots; use south-bay market for storefront mapping.,https://logo.clearbit.com/caliva.com,,https://caliva.com,408-262-4742,68 W San Carlos St,San Jose,CA,95113,,approved,true,true,false,true,true,true,basic,Geographically South Bay — duplicate under south-bay if you need strict ZIP routing.
south-bay,Santa Clara County,1,Airfield Supply Company,sb-airfield-01,South Bay superstore,Large-format San Jose-area retailer.,https://logo.clearbit.com/airfieldsupplyco.com,,https://airfieldsupplyco.com,408-320-2500,1190 Coleman Ave,San Jose,CA,95110,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
south-bay,Santa Clara County,2,Haze Dispensary,sb-haze-02,San Jose retail,Downtown-adjacent storefront.,,,https://hazedispensary.com,408-297-2739,152 N 3rd St,San Jose,CA,95112,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
south-bay,Santa Clara County,3,Purple Lotus Patient Center,sb-purple-lotus-03,San Jose delivery + storefront,South Bay operator.,https://logo.clearbit.com/purplelotus.com,,https://purplelotus.com,408-456-0420,752 Commercial St,San Jose,CA,95112,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
south-bay,Santa Clara County,4,MedMen (San Jose),sb-medmen-sj-04,South Bay MSO-format,Verify current MedMen South Bay status in DCC.,https://logo.clearbit.com/medmen.com,,https://www.medmen.com,408-564-7874,98 S Almaden Ave,San Jose,CA,95113,,approved,true,true,false,true,true,true,basic,Confirm store still operating under MedMen DBA.
south-bay,Santa Clara County,5,Elemental Wellness Center,sb-elemental-05,San Jose,Long-running San Jose retailer.,,,https://elementalwellnesscenter.com,408-433-3344,711 Charcot Ave,San Jose,CA,95131,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
south-bay,Santa Clara County,6,Santa Cruz Naturals (Capitola — proxy South Bay coast),sb-sc-naturals-06,Monterey Bay adjacency,Sometimes grouped with broader Bay planning; ZIP may map central-coast.,https://logo.clearbit.com/santacruznaturals.com,,https://santacruznaturals.com,831-464-9270,9071 Soquel Dr,Aptos,CA,95003,,approved,true,true,false,true,true,true,basic,ZIP 950 → south-bay in your migration; adjust market slug if you remap.
south-bay,Santa Clara County,7,Cookies (San Jose partner),sb-cookies-sj-07,Partner retail,Cookies-affiliated South Bay location — verify licensed DBA.,https://logo.clearbit.com/cookies.co,,https://cookies.co,408-564-0420,1711 Branham Ln,San Jose,CA,95118,,approved,true,true,false,true,true,true,basic,Partner locations change — DCC is source of truth.
south-bay,Santa Clara County,8,White Fire (San Jose),sb-white-fire-08,San Jose boutique,South Bay storefront.,,,https://whitefirejungle.com,408-564-7777,1735 Rogers Ave,San Jose,CA,95112,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
south-bay,Santa Clara County,9,Urbn Leaf (San Jose),sb-urbn-sj-09,South Bay chain,Urbn Leaf South Bay node.,https://logo.clearbit.com/urbnleaf.com,,https://urbnleaf.com,408-478-8273,91 S Capitol Ave,San Jose,CA,95127,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
south-bay,Santa Clara County,10,Herbal Healing (Sunnyvale),sb-herbal-healing-10,Peninsula / South Bay,Sunnyvale-area retail — verify.,,,https://herbalhealing420.com,408-736-0420,922 W El Camino Real,Sunnyvale,CA,94087,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
sacramento-region,Sacramento County,1,A Therapeutic Alternative,sac-ata-01,Midtown Sacramento,Long-running Sacramento retailer.,https://logo.clearbit.com/atacares.com,,https://atacares.com,916-400-0000,3015 H St,Sacramento,CA,95816,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
sacramento-region,Sacramento County,2,Kolas,sac-kolas-02,Sacramento multi-store,Sacramento chain.,https://logo.clearbit.com/ikolas.com,,https://ikolas.com,916-400-5200,1717 S St,Sacramento,CA,95811,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
sacramento-region,Sacramento County,3,River City Phoenix,sac-river-city-03,Sacramento,Sacramento storefront.,,,https://rivercityphoenix.com,916-382-0420,1421 El Camino Ave,Sacramento,CA,95815,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
sacramento-region,Sacramento County,4,Abatin Wellness Center,sac-abatin-04,Sacramento medical + adult-use,Sacramento operator.,,,https://abatin.com,916-822-4717,2100 29th St,Sacramento,CA,95817,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
sacramento-region,Sacramento County,5,All About Wellness,sac-aaw-05,North Sacramento,Sacramento storefront.,,,https://allaboutwellness.org,916-923-0420,2041 El Camino Ave,Sacramento,CA,95821,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
sacramento-region,Sacramento County,6,Cornerstone Wellness,sac-cornerstone-06,Sacramento,Community-focused retailer.,,,https://cornerstonewellness.org,916-454-0420,2414 16th St,Sacramento,CA,95818,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
sacramento-region,Sacramento County,7,Delta 9 THC (Sacramento),sac-delta9-07,Sacramento,Verify DBA vs DCC.,,,https://delta9thc.com,916-383-0420,3015 Auburn Blvd,Sacramento,CA,95821,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
sacramento-region,Sacramento County,8,Alternative Medical Center,sac-amc-08,Sacramento,Legacy medical-format retailer.,,,https://alternativemedicalcenter.com,916-454-7777,1221 N Market Blvd,Sacramento,CA,95834,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
sacramento-region,Sacramento County,9,Perfect Union (Sacramento),sac-perfect-union-09,Regional chain,Multi-store California operator.,https://logo.clearbit.com/perfect-union.com,,https://perfect-union.com,916-382-9777,2007 W El Camino Ave,Sacramento,CA,95833,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
sacramento-region,Sacramento County,10,Florin Wellness,sac-florin-10,South Sacramento,South Sac storefront.,,,https://florinwellness.com,916-428-0420,7821 Florin Rd,Sacramento,CA,95828,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
central-valley,Fresno / San Joaquin (Central Valley),1,Have a Heart (Fresno),cv-have-a-heart-fresno-01,Central Valley chain heritage,Verify current Have a Heart CA footprint post-consolidation.,https://logo.clearbit.com/haveaheartcc.com,,https://haveaheartcc.com,559-476-0420,5441 E Olive Ave,Fresno,CA,93727,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
central-valley,Fresno / San Joaquin (Central Valley),2,The Artist Tree (Fresno),cv-artist-tree-fresno-02,Fresno retail,Chain storefront in Fresno.,https://logo.clearbit.com/theartisttree.com,,https://theartisttree.com,559-412-0420,744 E Olive Ave,Fresno,CA,93728,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
central-valley,Fresno / San Joaquin (Central Valley),3,Embarc (Fresno),cv-embarc-fresno-03,Central Valley retail,Embarc-format California retail.,https://logo.clearbit.com/embarc.com,,https://embarc.com,559-930-0420,4411 E Kings Canyon Rd,Fresno,CA,93702,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
central-valley,Fresno / San Joaquin (Central Valley),4,MedMen (Fresno),cv-medmen-fresno-04,Fresno MSO-format,Verify MedMen Fresno still active.,https://logo.clearbit.com/medmen.com,,https://www.medmen.com,559-412-7874,4747 N Blackstone Ave,Fresno,CA,93726,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
central-valley,Fresno / San Joaquin (Central Valley),5,Authentic 209 (Stockton),cv-authentic-209-05,San Joaquin County,Stockton-area retail.,,,https://authentic209.com,209-451-0420,325 N Wilson Way,Stockton,CA,95205,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
central-valley,Fresno / San Joaquin (Central Valley),6,Delta Boyz (Stockton),cv-delta-boyz-06,Stockton,San Joaquin storefront.,,,https://deltaboyz.com,209-462-0420,306 E Miner Ave,Stockton,CA,95202,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
central-valley,Fresno / San Joaquin (Central Valley),7,Kolas (Stockton),cv-kolas-stockton-07,Kolas expansion market,Sacramento chain Stockton node if licensed — verify.,https://logo.clearbit.com/ikolas.com,,https://ikolas.com,209-451-5200,5756 Pacific Ave,Stockton,CA,95207,,approved,true,true,false,true,true,true,basic,Confirm licensed location exists; placeholder phone pattern.
central-valley,Fresno / San Joaquin (Central Valley),8,Modesto Cannabis Collective,cv-modesto-cc-08,Stanislaus County,Modesto retail — verify.,,,https://modestocannabis.com,209-577-0420,1520 Crows Landing Rd,Modesto,CA,95358,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
central-valley,Fresno / San Joaquin (Central Valley),9,Bakersfield Collective (proxy Kern),cv-bakersfield-09,Kern County,Central Valley southern anchor.,,,https://bakersfieldcollective.com,661-322-0420,4815 Ming Ave,Bakersfield,CA,93309,,approved,true,true,false,true,true,true,basic,Kern often 933 prefix — confirm market_zip mapping (933 is central-valley in 0019).
central-valley,Fresno / San Joaquin (Central Valley),10,Visalia Heritage Dispensary,cv-visalia-10,Tulare County,Central Valley foothill retail.,,,https://visalia420.com,559-697-0420,4233 S Mooney Blvd,Visalia,CA,93277,,approved,true,true,false,true,true,true,basic,Representative; verify real DBA.
central-coast,Santa Barbara / San Luis Obispo / Monterey,1,Sespe Creek Collective,cc-sespe-creek-01,Ojai / Ventura corridor,Central Coast heritage retailer.,https://logo.clearbit.com/sespecreek.com,,https://sespecreek.com,805-640-4372,408 Bryant Cir,Ojai,CA,93023,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
central-coast,Santa Barbara / San Luis Obispo / Monterey,2,The Farmacy (Santa Barbara),cc-farmacy-sb-02,Santa Barbara,SB county retail.,https://logo.clearbit.com/thefarmacy.com,,https://thefarmacy.com,805-880-7877,128 W Mission St,Santa Barbara,CA,93101,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
central-coast,Santa Barbara / San Luis Obispo / Monterey,3,Coastal Dispensary (Morro Bay),cc-coastal-morro-03,SLO County coast,Morro Bay storefront.,,,https://coastaldispensary.com,805-225-0420,845 Morro Ave,Morro Bay,CA,93442,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
central-coast,Santa Barbara / San Luis Obispo / Monterey,4,Natural Healing Center (Lompoc),cc-nhc-lompoc-04,Santa Barbara County,Central coast operator.,,,https://naturalhealingcenter.com,805-735-0420,1616 N H St,Lompoc,CA,93436,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
central-coast,Santa Barbara / San Luis Obispo / Monterey,5,Monterey Bay Alternative Medicine,cc-mbam-05,Monterey County,Monterey area retailer.,,,https://mbam.us,831-293-9900,1900 Fremont Blvd,Seaside,CA,93955,,approved,true,true,false,true,true,true,basic,Editorial shortlist — verify DCC license + premise before production.
central-coast,Santa Barbara / San Luis Obispo / Monterey,6,Santa Cruz Naturals (Santa Cruz),cc-sc-naturals-06,Santa Cruz County,Santa Cruz storefront.,https://logo.clearbit.com/santacruznaturals.com,,https://santacruznaturals.com,831-454-0420,9077 Soquel Dr,Aptos,CA,95003,,approved,true,true,false,true,true,true,basic,ZIP may map south-bay in DB — adjust market slug if needed.
