web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,data5,data6,data7,data8,image,item_page_title,item_page_link,title,name_1,status,streetAddress,city, zip,about_1,telephone_2,hours,license_type,reviews_count,worstRating,bestRating,reviewCount,about,telephone,Description,image_3,image_2
"1775084837-11","https://www.findweedny.com/?view=list&sort=date-added-desc","","Stage One Cannabis LLC","Rensselaer, NY","","4.4","Today: 9 AM – 9 PM (est.)","Open","","","https://www.findweedny.com/images/logos/stage-one-cannabis-llc.jpg","Stage One Cannabis LLCOpen50 dealsRensselaer, NY4.4Today: 9 AM – 9 PM (est.)","https://www.findweedny.com/dispensary/ocm-caurd-23-000011","Stage One Cannabis LLC","Stage One Cannabis LLC","Active","810C Broadway","Rensselaer, NY 12144","AboutMore details about this dispensary coming soon.License:OCM-CAURD-23-000011View OCM RecordLicense Type: Adult-Use Conditional Retail Dispensary LicenseLicense Issued: June 2, 2023Opened: June 7, 2023Photos(1)Photos from Google Maps. Click to view full size.","47%A Little Busy","Live Busy-ness47%A Little BusyNot too busyUpdated in real-time from Google Maps","Adult-Use Conditional Retail Dispensary License","June 2, 2023","(1)","4.4","","More details about this dispensary coming soon.","+1 518-451-9540","Sun","https://lh3.googleusercontent.com/gps-cs-s/AHVAwer4q_T-epAQApk_jc1WGzPCElgWMG3TIMIwA0PLxPJgJeyokvd6haSArFP7RXFLoGhzh8FXeqaIVhW4Xa_ZUubAXoateQcAfrZ2T1bW72x1C3ubHGKgyiY-XqTz455_EyLY3ipciA=w800-h500-k-no","https://www.findweedny.com/images/logos/stage-one-cannabis-llc.jpg"
"1775084840-12","https://www.findweedny.com/?view=list&sort=date-added-desc","","Flynnstoned Corporation","Syracuse, NY","","4.2","Today: 10AM-9PM","Open","","","https://www.findweedny.com/images/logos/flynnstoned.svg","Flynnstoned CorporationOpenSyracuse, NY4.2Today: 10AM-9PM","https://www.findweedny.com/dispensary/ocm-caurd-23-000010","Flynnstoned Corporation","Flynnstoned CorporationLegal Name: FLYNNSTONED CORPORATION","Active","219 Walton St","Syracuse, NY 13202","AboutMore details about this dispensary coming soon.License:OCM-CAURD-23-000010View OCM RecordLicense Type: Adult-Use Conditional Retail Dispensary LicenseLicense Issued: June 2, 2023Opened: June 16, 2023Photos(1)Photos from Google Maps. Click to view full size.","Business HoursOpen Nowsunday:10AM-8PMmonday:10AM-9PMtuesday:10AM-9PMwednesday (Today):10AM-9PMthursday:10AM-9PMfriday:10AM-10PMsaturday:10AM-10PM","","Adult-Use Conditional Retail Dispensary License","June 2, 2023","(1)","4.2","","More details about this dispensary coming soon.","+1 315-299-9334","Sun","https://lh3.googleusercontent.com/gps-cs-s/AHVAweod8jjO8ta_oaZ-Rg2WFynQwSfNQCqRxyi_G25j-ol4quWb7B_IjSyA4dCuxqsd4TiRLvBClZ2MJfFMJM1DGEhELrfwXD5NLFI5qkIsuhSL8uaOCizKASbVWQFHMAVmIvTswMK1hFgpFAZv=w800-h500-k-no","https://www.findweedny.com/images/logos/flynnstoned.svg"
"1775084843-13","https://www.findweedny.com/?view=list&sort=date-added-desc","","Greenery Spot LLC","Johnson City, NY","","4.8","Today: 9AM-9PM","Open","","","https://www.findweedny.com/images/logos/greenery-spot-llc.png","Greenery Spot LLCOpenJohnson City, NY4.8Today: 9AM-9PM","https://www.findweedny.com/dispensary/ocm-caurd-23-000013","Greenery Spot LLC","Greenery Spot LLC","Active","246 Main St","Johnson City, NY 13790","AboutMore details about this dispensary coming soon.License:OCM-CAURD-23-000013View OCM RecordLicense Type: Adult-Use Conditional Retail Dispensary LicenseLicense Issued: June 23, 2023Opened: June 29, 2023Photos(1)Photos from Google Maps. Click to view full size.","83%Very Busy","Live Busy-ness83%Very BusyBusier than usualUpdated in real-time from Google Maps","Adult-Use Conditional Retail Dispensary License","June 23, 2023","(1)","4.8","","More details about this dispensary coming soon.","+1 607-788-1189","Sun","https://www.findweedny.com/images/photos/OCM-CAURD-23-000013_0.jpg","https://www.findweedny.com/images/logos/greenery-spot-llc.png"
"1775084845-14","https://www.findweedny.com/?view=list&sort=date-added-desc","","Statis Cannabis","Bronx, NY","","4.2","","","","","https://www.findweedny.com/images/logo-placeholder.svg","Statis CannabisBronx, NY4.2","https://www.findweedny.com/dispensary/ocm-caurd-23-000015","Statis Cannabis","Statis CannabisLegal Name: Royal Leaf NY LLC","Active","817 E Tremont Ave","Bronx, NY 10460","AboutMore details about this dispensary coming soon.License:OCM-CAURD-23-000015View OCM RecordLicense Type: Adult-Use Retail Dispensary LicenseLicense Issued: June 27, 2023Opened: July 5, 2023Photos(1)Photos from Google Maps. Click to view full size.","Contact+1 917-384-7674","Hours not yet available. Check their website or call ahead for current hours.","Adult-Use Retail Dispensary License","June 27, 2023","(1)","4.2","","More details about this dispensary coming soon.","+1 917-384-7674","","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepIIPtbW1Q_8gA2Ljan88LCi5FnpMeOZCBlgx_rXOx7T8grfKjypx8UHhXS0CfOtlXiP2wNsMrFrh2TApiX-fLWN1e4qh1ktSNU7F1cBKyx6YvSooWZlgurnuO7sK_Z7YCs5MIUoA=w800-h500-k-no","https://www.findweedny.com/images/logo-placeholder.svg"
"1775084848-15","https://www.findweedny.com/?view=list&sort=date-added-desc","","Sacred Bloom","Vestal, NY","(311)","4.6(311)","Today: 9AM-9PM","Open","","","https://www.findweedny.com/images/logos/sacred-bloom.jpg","Sacred BloomOpen46 dealsVestal, NY4.6(311)Today: 9AM-9PM","https://www.findweedny.com/dispensary/ocm-caurd-23-000014","Sacred Bloom","Sacred BloomLegal Name: Exscape INC","Active","1308 Vestal Pkwy E, 1st Floor, Set D","Vestal, NY 13850","AboutMore details about this dispensary coming soon.License:OCM-CAURD-23-000014View OCM RecordLicense Type: Adult-Use Conditional Retail Dispensary LicenseLicense Issued: June 27, 2023Opened: July 6, 2023Photos(1)Photos from Google Maps. Click to view full size.","60%Usually Busy","Live Busy-ness60%Usually BusyA little busyUpdated in real-time from Google Maps","Adult-Use Conditional Retail Dispensary License","June 27, 2023","(1)","4.6","(311 reviews)","More details about this dispensary coming soon.","+1 607-444-3085","Sun","https://www.findweedny.com/images/photos/OCM-CAURD-23-000014_0.jpg","https://www.findweedny.com/images/logos/sacred-bloom.jpg"
"1775084851-16","https://www.findweedny.com/?view=list&sort=date-added-desc","","Strain Stars LLC","Farmingdale, NY","","5.0","Today: 9 AM – 9 PM (est.)","Open","","","https://www.findweedny.com/images/logos/strain-stars.png","Strain Stars LLCOpen50 dealsFarmingdale, NY5.0Today: 9 AM – 9 PM (est.)","https://www.findweedny.com/dispensary/ocm-caurd-23-000016","Strain Stars LLC","Strain Stars LLC","Active","1815 Broadhollow Rd","Farmingdale, NY 11735","AboutMore details about this dispensary coming soon.License:OCM-CAURD-23-000016View OCM RecordLicense Type: Adult-Use Conditional Retail Dispensary LicenseLicense Issued: June 29, 2023Opened: July 7, 2023Photos(1)Photos from Google Maps. Click to view full size.","40%A Little Busy","Live Busy-ness40%A Little BusyNot too busyUpdated in real-time from Google Maps","Adult-Use Conditional Retail Dispensary License","June 29, 2023","(1)","5.0","","More details about this dispensary coming soon.","+1 631-390-9444","Sun","https://lh3.googleusercontent.com/gps-cs-s/AHVAweq1AtYrZCPCFIrJ06pzjjff2KkItFt07rpYAowO18kg4sGy5K1cDDURlXaq5pTJ5cfC6IreiSgtoMx-RuOzS8IwuYmGFXOYyaO25ayhYIR_Eqfgx2huUjog6c1we2q6YXpvi5P1ilRegHzS=w800-h500-k-no","https://www.findweedny.com/images/logos/strain-stars.png"
"1775084860-17","https://www.findweedny.com/?view=list&sort=date-added-desc","","Dank 716 LLC","Buffalo, NY","","4.7","Today: 10AM-9PM","Open","","","https://www.findweedny.com/images/logos/dank716-llc-new-ein-92-3339286.png","Dank 716 LLCOpen5 dealsBuffalo, NY4.7Today: 10AM-9PM","https://www.findweedny.com/dispensary/ocm-caurd-23-000017","Dank 716 LLC","Dank 716 LLCLegal Name: Dank716","Active","501 Main St","Buffalo, NY 14203","AboutPreviously announced closure in late 2025, but reached a deal and remains open as of March 2026.One of Buffalo's first licensed cannabis dispensaries, located on Main Street in the heart of downtown. Dank 716 carries a wide selection of New York-grown flower, pre-rolls, edibles, vapes, and concentrates. Rated 4.7 stars by customers.License:OCM-CAURD-23-000017View OCM RecordLicense Type: Adult-Use Conditional Retail Dispensary LicenseLicense Issued: July 14, 2023Opened: July 19, 2023Photos(1)Photos from Google Maps. Click to view full size.","3%Not Busy","Live Busy-ness3%Not BusyLess busy than usualUpdated in real-time from Google Maps","Adult-Use Conditional Retail Dispensary License","July 14, 2023","(1)","4.7","","Previously announced closure in late 2025, but reached a deal and remains open as of March 2026.","+1 716-277-8493","One of Buffalo's first licensed cannabis dispensaries, located on Main Street in the heart of downtown. Dank 716 carries a wide selection of New York-grown flower, pre-rolls, edibles, vapes, and concentrates. Rated 4.7 stars by customers.","https://www.findweedny.com/images/photos/OCM-CAURD-23-000017_0.jpg","https://www.findweedny.com/images/logos/dank716-llc-new-ein-92-3339286.png"
"1775084862-18","https://www.findweedny.com/?view=list&sort=date-added-desc","","Herbal IQ","Depew, NY","","4.9","Today: 10AM-10PM","Open","","","https://www.findweedny.com/images/logos/herbal-i-q.png","Herbal IQOpen50 dealsDepew, NY4.9Today: 10AM-10PM","https://www.findweedny.com/dispensary/ocm-caurd-23-000018","Herbal IQ","Herbal IQLegal Name: Herbal I.Q. Inc.","Active","6300 Transit Rd","Depew, NY 14043","AboutMore details about this dispensary coming soon.License:OCM-CAURD-23-000018View OCM RecordLicense Type: Adult-Use Conditional Retail Dispensary LicenseLicense Issued: July 18, 2023Opened: July 21, 2023Photos(1)Photos from Google Maps. Click to view full size.","16%Not Busy","Live Busy-ness16%Not BusyLess busy than usualUpdated in real-time from Google Maps","Adult-Use Conditional Retail Dispensary License","July 18, 2023","(1)","4.9","","More details about this dispensary coming soon.","+1 716-288-7353","Sun","https://www.findweedny.com/images/photos/OCM-CAURD-23-000018_0.jpg","https://www.findweedny.com/images/logos/herbal-i-q.png"
"1775084866-19","https://www.findweedny.com/?view=list&sort=date-added-desc","","Dosha","Oneonta, NY","","4.6","Today: 11AM-8PM","Open","","","https://www.findweedny.com/images/logos/dosha.jpg","DoshaOpenOneonta, NY4.6Today: 11AM-8PM","https://www.findweedny.com/dispensary/ocm-caurd-23-000019","Dosha","DoshaLegal Name: Dosha Farms LLC","Active","76 Main St","Oneonta, NY 13820","AboutMore details about this dispensary coming soon.License:OCM-CAURD-23-000019View OCM RecordLicense Type: Adult-Use Conditional Retail Dispensary LicenseLicense Issued: July 27, 2023Opened: August 10, 2023Photos(1)Photos from Google Maps. Click to view full size.","Business HoursOpen Nowsunday:11AM-7PMmonday:Closedtuesday:11AM-8PMwednesday (Today):11AM-8PMthursday:11AM-8PMfriday:11AM-8PMsaturday:11AM-8PM","","Adult-Use Conditional Retail Dispensary License","July 27, 2023","(1)","4.6","","More details about this dispensary coming soon.","+1 607-267-4488","Sun","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepNdh65hfU-4fI4-XghrT1N-3m1iQ65no0JOSW954cgK1A9v9sfPirFkF1jLZxaXmL9ZSV-nzpcgXfSr4ePxATJmQen5d7Ldp1HztLJly2QCvzNikAgFyPaAt3KpaJ1xEdgwkxv-w=w800-h500-k-no","https://www.findweedny.com/images/logos/dosha.jpg"
"1775084869-20","https://www.findweedny.com/?view=list&sort=date-added-desc","","Smacked Village","New York, NY","(308)","4.7(308)","Today: 11AM-9PM","Open","","","https://www.findweedny.com/images/logos/smacked-village.png","Smacked VillageOpenNew York, NY4.7(308)Today: 11AM-9PM","https://www.findweedny.com/dispensary/ocm-caurd-23-000002","Smacked Village","Smacked VillageLegal Name: Smacked LLC","Active","144 Bleecker St","New York, NY 10012","AboutMore details about this dispensary coming soon.License:OCM-CAURD-23-000002View OCM RecordLicense Type: Adult-Use Conditional Retail Dispensary LicenseLicense Issued: January 19, 2023Opened: September 22, 2023Photos(1)Photos from Google Maps. Click to view full size.","77%Very Busy","Live Busy-ness77%Very BusyA little busyUpdated in real-time from Google Maps","Adult-Use Conditional Retail Dispensary License","January 19, 2023","(1)","4.7","(308 reviews)","More details about this dispensary coming soon.","+1 646-371-9536","Sun","https://www.findweedny.com/images/photos/OCM-CAURD-23-000002_0.jpg","https://www.findweedny.com/images/logos/smacked-village.png"
"1775084871-21","https://www.findweedny.com/?view=list&sort=date-added-desc","","Elevate ADK","Saranac Lake, NY","","4.3","Today: 10AM-8PM","Open","","","https://www.findweedny.com/images/logos/elevate-adk.png","Elevate ADKOpenSaranac Lake, NY4.3Today: 10AM-8PM","https://www.findweedny.com/dispensary/ocm-caurd-23-000022","Elevate ADK","Elevate ADKLegal Name: North County Roots, Inc.","Active","622 Lake Flower Ave, Ste 7","Saranac Lake, NY 12983","AboutElevate ADK is the North Country's first Licensed Adult Use Cannabis Dispensary! We pride ourselves in offering the finest NY grown cannabis and cannabis products.License:OCM-CAURD-23-000022View OCM RecordLicense Type: Adult-Use Conditional Retail Dispensary LicenseLicense Issued: October 6, 2023Opened: October 12, 2023Photos(1)Photos from Google Maps. Click to view full size.","51%Usually Busy","Live Busy-ness51%Usually BusyA little busyUpdated in real-time from Google Maps","Adult-Use Conditional Retail Dispensary License","October 6, 2023","(1)","4.3","","","+1 518-565-0065","Elevate ADK is the North Country's first Licensed Adult Use Cannabis Dispensary! We pride ourselves in offering the finest NY grown cannabis and cannabis products.","https://www.findweedny.com/images/photos/OCM-CAURD-23-000022_0.jpg","https://www.findweedny.com/images/logos/elevate-adk.png"
"1775084874-22","https://www.findweedny.com/?view=list&sort=date-added-desc","","Terp Bros","Queens, NY","","4.8","Today: 10 AM – 10 PM (est.)","Open","","","https://www.findweedny.com/images/logos/terp-bros.png","Terp BrosOpen50 dealsQueens, NY4.8Today: 10 AM – 10 PM (est.)","https://www.findweedny.com/dispensary/ocm-caurd-23-000020","Terp Bros","Terp Bros","Active","3610 Ditmars Blvd","Queens, NY 11105","AboutLocated in the heart of Astoria, Terp Bros is a Legal Queens Dispensary that offers a thoughtful cannabis experience built around quality, care, and community.
Shop at our Astoria and Ozone Park or order Legal Delivery in Queens, NY
Whether you're new to cannabis or know exactly what you want, our team is here to help you feel comfortable and informed. We carry premium flower, dabs, edibles, and more from New York’s top brands, all tested and trusted. With quick in-store service and local delivery to Astoria and surrounding areas, shopping with us is easy. Come see why people consider Terp Bros as the best dispensary in Queens.
If other dispensaries haven't been to your expectations, come join the Terp Bros family.License:OCM-CAURD-23-000020View OCM RecordLicense Type: Adult-Use Retail Dispensary LicenseLicense Issued: October 6, 2023Opened: October 16, 2023Photos(1)Photos from Google Maps. Click to view full size.","81%Very Busy","Live Busy-ness81%Very BusyAs busy as it getsUpdated in real-time from Google Maps","Adult-Use Retail Dispensary License","October 6, 2023","(1)","4.8","","","+1 929-614-3591","Located in the heart of Astoria, Terp Bros is a Legal Queens Dispensary that offers a thoughtful cannabis experience built around quality, care, and community.
Shop at our Astoria and Ozone Park or order Legal Delivery in Queens, NY
Whether you're new to cannabis or know exactly what you want, our team is here to help you feel comfortable and informed. We carry premium flower, dabs, edibles, and more from New York’s top brands, all tested and trusted. With quick in-store service and local delivery to Astoria and surrounding areas, shopping with us is easy. Come see why people consider Terp Bros as the best dispensary in Queens.
If other dispensaries haven't been to your expectations, come join the Terp Bros family.","https://www.findweedny.com/images/photos/OCM-CAURD-23-000020_0.jpg","https://www.findweedny.com/images/logos/terp-bros.png"
